waste,wst_oper,unit,geo\time	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 
EE_SHA,TRT,T,EU28	: 	: 	: 	367996 	328095 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EE_SHA,TRT,T,FI	2880 	2767 	2296 	2400 	2680 	3366 	1840 	1603 	1311 	2004 	1745 	1527 	1415 	413 
EE_SHA,TRT,T,FR	52014 	43736 	40337 	36830 	34478 	29371 	26810 	25821 	21332 	18128 	12884 	5394 	2 	: 
EE_SHA,TRT,T,HR	468 	606 	761 	360 	326 	272 	396 	283 	: 	: 	: 	: 	: 	: 
EE_SHA,TRT,T,HU	: 	5802 	5592 	5622 	5624 	5686 	4170 	2916 	2677 	3083 	3080 	2164 	1291 	599 
EE_SHA,TRT,T,IE	2231 	2947 	2242 	2260 	1849 	1823 	2193 	2176 	3149 	2716 	2348 	2025 	: 	: 
EE_SHA,TRT,T,IS	: 	251 	162 	134 	115 	281 	106 	61 	54 	44 	: 	: 	: 	: 
EE_SHA,TRT,T,IT	: 	: 	: 	27613 	20045 	: 	: 	: 	: 	: 	13191 	11273 	: 	: 
EE_SHA,TRT,T,LI	152 d	154 d	181 d	121 d	117 d	76 d	39 d	45 d	36 d	50 d	42 d	44 d	: 	: 
EE_SHA,TRT,T,LT	: 	849 	888 	1210 	1379 	1205 	850 	622 	588 	540 	882 	755 	327 	13 
EE_SHA,TRT,T,LU	: 	470 	477 	445 	412 	466 	456 	476 	451 	411 	376 	357 	306 	: 
EE_SHA,TRT,T,LV	970 	865 	392 	385 	400 	448 	322 	334 	282 	277 	393 	393 	: 	: 
EE_SHA,TRT,T,MT	: 	117 	329 	25 	20 	20 	25 	23 	48 	0 	0 	0 	0 	0 
EE_SHA,TRT,T,NL	21309 	19105 	12714 	12407 	9832 	7166 	6818 	8298 	7048 	5634 	9340 	9584 	9027 	8654 
EE_SHA,TRT,T,NO	6547 	5958 	6088 	5298 	5052 	5430 	5142 	4881 	7479 	9693 	4870 	6135 	5980 	: 
EE_SHA,TRT,T,PL	: 	: 	: 	18833 	18541 	16531 	15939 	20006 	8866 	7647 	2856 	1017 	297 	: 
EE_SHA,TRT,T,PT	: 	8959 	8742 	7721 	8252 	5904 	4303 	5778 	4057 	4048 	1981 	387 	85 	: 
EE_SHA,TRT,T,RO	: 	: 	1161 	1179 	1021 	977 	864 	673 	914 	933 	321 	21 	1 	: 
EE_SHA,TRT,T,SE	7318 	9367 	7409 	5412 	5790 	5484 	4991 	7570 	8959 	7559 	7435 	9437 	9166 	3437 
EE_SHA,TRT,T,SI	: 	1297 	1258 	917 	909 	487 	871 	929 	494 	393 	307 	198 	: 	: 
EE_SHA,TRT,T,SK	: 	2324 	2084 	2405 	1984 	2000 	1995 	1848 	1723 	1468 	1323 	897 	477 	175 
EE_SHA,TRT,T,UK	38055 	52637 	55575 	56152 	34730 d	33069 	32102 	30210 	22653 	21134 	: 	: 	: 	: 
EE_SHA,TRT_EU_FOR,KG_HAB,AT	: 	0.02 	0 	0 	0 	0.01 	0 	0 	0 	0 	0.01 	0 	0 	0 
EE_SHA,TRT_EU_FOR,KG_HAB,BE	: 	0.03 	0.01 	0.05 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
EE_SHA,TRT_EU_FOR,KG_HAB,BG	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 
EE_SHA,TRT_EU_FOR,KG_HAB,CY	: 	0 	0 	0 	0 	0.1 	0 	0 	0 	0 	: 	: 	0.13 	0.14 
EE_SHA,TRT_EU_FOR,KG_HAB,CZ	: 	0.06 	0.06 	0.04 	0.05 	0.06 	0.04 	0.03 	0.02 	0.02 	0.01 	0.03 	: 	: 
EE_SHA,TRT_EU_FOR,KG_HAB,DE	: 	0.03 	0.05 	0.13 	0.09 	0.01 	0 	0.01 	0 	0.02 	0.01 	0 	0.07 	: 
EE_SHA,TRT_EU_FOR,KG_HAB,DK	: 	0.52 	0.46 	0.42 	0.42 	0.3 	0.43 	0.61 	0.15 	0.03 	0.24 	0.31 	0.04 	: 
EE_SHA,TRT_EU_FOR,KG_HAB,EE	: 	0.17 	0.14 	0.06 	0.01 	0 	0 	0 	0 	0 	0 	0 	0.04 	: 
EE_SHA,TRT_EU_FOR,KG_HAB,EL	: 	0 	0 	0 	0 d	0 	0 	0 	0 	0 	0 	0 	0 	0 
EE_SHA,TRT_EU_FOR,KG_HAB,ES	: 	0.01 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 
EE_SHA,TRT_EU_FOR,KG_HAB,EU27_2020	: 	: 	: 	0.05 	0.04 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EE_SHA,TRT_EU_FOR,KG_HAB,EU28	: 	: 	: 	0.04 	0.03 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EE_SHA,TRT_EU_FOR,KG_HAB,FI	: 	0 	0.01 	0.05 	0.03 	0.04 	0.03 	0.01 	0 	0.01 	0 	0.01 	0 	0 
EE_SHA,TRT_EU_FOR,KG_HAB,FR	: 	0.03 	0.02 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
EE_SHA,TRT_EU_FOR,KG_HAB,HR	: 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 
EE_SHA,TRT_EU_FOR,KG_HAB,HU	: 	0.26 	0.19 	0.16 	0.16 	0.37 	0.14 	0.11 	0.13 	0.11 	0.12 	0.06 	0.03 	0.02 
EE_SHA,TRT_EU_FOR,KG_HAB,IE	: 	0.15 	0.04 	0.03 	0.1 	0.1 	0.22 	0.28 	0.41 	0.38 	0.29 	0.15 	: 	: 
EE_SHA,TRT_EU_FOR,KG_HAB,IS	: 	0.73 	0.48 	0.41 	0.09 	0.86 	0.33 	0.19 	0.17 	0.14 	: 	: 	: 	: 
EE_SHA,TRT_EU_FOR,KG_HAB,IT	: 	: 	: 	0 	0.02 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EE_SHA,TRT_EU_FOR,KG_HAB,LI	: 	0 d	0 d	0 d	0 d	0 d	0 d	0 d	0 d	0 d	0 d	0 d	: 	: 
EE_SHA,TRT_EU_FOR,KG_HAB,LT	: 	0.03 	0.03 	0.01 	0.03 	0.07 	0.02 	0 	0 	0 	0 	0 	0 	0 
EE_SHA,TRT_EU_FOR,KG_HAB,LU	: 	0.79 	0.82 	0.78 	0.74 	0.86 	0.86 	0.92 	0.89 	0.82 	0.77 	0.74 	0.65 	: 
EE_SHA,TRT_EU_FOR,KG_HAB,LV	: 	0.02 	0.02 	0 	0 	0 	0 	0 	0.02 	0.03 	0.04 	0.02 	: 	: 
EE_SHA,TRT_EU_FOR,KG_HAB,MT	: 	0 	0.08 	0.06 	0.04 	0.05 	0.03 	0.06 	0.12 	0 	0 	0 	0 	0 
EE_SHA,TRT_EU_FOR,KG_HAB,NL	: 	0 	0.07 	0.15 	0.14 	0.13 	0.1 	0.12 	0 	0 	0 	0 	: 	: 
EE_SHA,TRT_EU_FOR,KG_HAB,NO	: 	0.83 	0.79 	0.79 	0.67 	0.58 	0.54 	0.27 	0.49 	0.11 	0.1 	0.15 	0.1 	: 
EE_SHA,TRT_EU_FOR,KG_HAB,PL	: 	: 	: 	0 	0 	0 	: 	: 	0 	0 	0 	: 	0 	: 
EE_SHA,TRT_EU_FOR,KG_HAB,PT	: 	0.01 	0.03 	0.03 	0.03 	0 	0.01 	0 	: 	: 	: 	: 	: 	: 
EE_SHA,TRT_EU_FOR,KG_HAB,RO	: 	: 	0 	0 	0 	0 	0 	0 	0.01 	0 	0 	0 	: 	: 
EE_SHA,TRT_EU_FOR,KG_HAB,SE	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
EE_SHA,TRT_EU_FOR,KG_HAB,SI	: 	0.04 	0.05 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 
EE_SHA,TRT_EU_FOR,KG_HAB,SK	: 	0.11 	0.08 	0.1 	0.06 	0.02 	0.02 	0 	0 	0 	0 	0 	0 	0 
EE_SHA,TRT_EU_FOR,KG_HAB,UK	: 	0 	0 	0 	0 d	0 	: 	: 	: 	: 	: 	: 	: 	: 
EE_SHA,TRT_EU_FOR,T,AT	173 	190 	16 	11 	23 	74 	0 	25 	7 	3 	67 	0 	1 	0 
EE_SHA,TRT_EU_FOR,T,BE	9 	392 	68 	562 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
EE_SHA,TRT_EU_FOR,T,BG	: 	0 	1 	8 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 
EE_SHA,TRT_EU_FOR,T,CY	: 	0 	0 	0 	0 	87 	0 	0 	0 	0 	: 	: 	100 	100 
EE_SHA,TRT_EU_FOR,T,CZ	694 	643 	610 	464 	574 	652 	401 	321 	174 	186 	54 	341 	: 	: 
EE_SHA,TRT_EU_FOR,T,DE	3427 	2345 	3914 	10254 	7072 	430 	326 	1150 	110 	1710 	428 	167 	6138 	: 
EE_SHA,TRT_EU_FOR,T,DK	4004 	3011 	2648 	2374 	2372 	1673 	2389 	3412 	807 	187 	1303 	1688 	191 	: 
EE_SHA,TRT_EU_FOR,T,EE	324 	224 	179 	77 	18 	0 	0 	0 	0 	1 	2 	5 	49 	: 
EE_SHA,TRT_EU_FOR,T,EL	0 	0 	0 	0 	0 d	0 	0 	0 	0 	0 	0 	0 	0 	0 
EE_SHA,TRT_EU_FOR,T,ES	0 	384 	230 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 
EE_SHA,TRT_EU_FOR,T,EU27_2020	: 	: 	: 	20089 	16884 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EE_SHA,TRT_EU_FOR,T,EU28	: 	: 	: 	20089 	16884 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EE_SHA,TRT_EU_FOR,T,FI	25 	22 	42 	263 	189 	196 	146 	35 	24 	28 	0 	28 	22 	0 
EE_SHA,TRT_EU_FOR,T,FR	2339 	1937 	1420 	235 	0 	0 	0 	0 	0 	0 	247 	0 	0 	: 
EE_SHA,TRT_EU_FOR,T,HR	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 
EE_SHA,TRT_EU_FOR,T,HU	: 	2564 	1904 	1617 	1609 	3664 	1422 	1079 	1255 	1054 	1209 	623 	330 	240 
EE_SHA,TRT_EU_FOR,T,IE	170 	729 	196 	132 	454 	446 	1023 	1286 	1852 	1711 	1302 	639 	: 	: 
EE_SHA,TRT_EU_FOR,T,IS	: 	251 	162 	134 	31 	280 	106 	61 	54 	44 	: 	: 	: 	: 
EE_SHA,TRT_EU_FOR,T,IT	: 	: 	: 	224 	1113 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EE_SHA,TRT_EU_FOR,T,LI	0 d	0 d	0 d	0 d	0 d	0 d	0 d	0 d	0 d	0 d	0 d	0 d	: 	: 
EE_SHA,TRT_EU_FOR,T,LT	: 	74 	96 	21 	79 	213 	71 	0 	0 	0 	3 	0 	0 	0 
EE_SHA,TRT_EU_FOR,T,LU	: 	470 	477 	445 	412 	466 	456 	476 	451 	411 	376 	357 	306 	: 
EE_SHA,TRT_EU_FOR,T,LV	0 	44 	40 	0 	0 	0 	0 	5 	48 	62 	82 	41 	: 	: 
EE_SHA,TRT_EU_FOR,T,MT	: 	1 	38 	25 	18 	20 	13 	23 	48 	0 	0 	0 	0 	0 
EE_SHA,TRT_EU_FOR,T,NL	2 	5 	1181 	2512 	2325 	2117 	1704 	2006 	0 	0 	0 	0 	: 	: 
EE_SHA,TRT_EU_FOR,T,NO	4667 	4406 	4134 	4123 	3448 	2924 	2714 	1353 	2411 	519 	474 	688 	471 	: 
EE_SHA,TRT_EU_FOR,T,PL	: 	: 	: 	0 	0 	0 	: 	: 	0 	0 	0 	: 	0 	: 
EE_SHA,TRT_EU_FOR,T,PT	: 	110 	293 	303 	305 	20 	135 	0 	: 	: 	: 	: 	: 	: 
EE_SHA,TRT_EU_FOR,T,RO	: 	: 	0 	9 	0 	0 	0 	14 	155 	14 	60 	15 	: 	: 
EE_SHA,TRT_EU_FOR,T,SE	0 	0 	28 	0 	0 	0 	0 	0 	0 	0 	2 	5 	0 	0 
EE_SHA,TRT_EU_FOR,T,SI	: 	87 	98 	0 	0 	0 	0 	0 	2 	1 	6 	0 	: 	: 
EE_SHA,TRT_EU_FOR,T,SK	: 	580 	424 	553 	321 	135 	104 	0 	0 	0 	0 	0 	0 	0 
EE_SHA,TRT_EU_FOR,T,UK	0 	0 	0 	0 	0 d	0 	: 	: 	: 	: 	: 	: 	: 	: 
EE_SHA,TRT_NAT,KG_HAB,AT	: 	1.06 	0.99 	0.99 	0.97 	0.9 	0.88 	0.79 	0.74 	0.7 	0.71 	0.55 	0.51 	0.13 
EE_SHA,TRT_NAT,KG_HAB,BE	: 	1.08 	1.11 	1.06 	1.16 	1.21 	0.94 	0.86 	0.88 	0.92 	0.85 	1.15 	1.11 	0.97 
EE_SHA,TRT_NAT,KG_HAB,BG	: 	0.7 	0.59 	0.76 	0.5 	0.23 	0.33 	0.44 	0.5 	0.51 	0.51 	0.22 	: 	: 
EE_SHA,TRT_NAT,KG_HAB,CY	: 	0.26 	0.2 	0.13 	0.15 	0.11 	0.14 	0.09 	0.19 	0.12 	: 	: 	0 	0 
EE_SHA,TRT_NAT,KG_HAB,CZ	: 	0.75 	0.81 	0.6 	0.53 	0.33 	0.2 	0.21 	0.23 	0.27 	0.09 	0.04 	: 	: 
EE_SHA,TRT_NAT,KG_HAB,DE	: 	1.72 	1.65 	1.38 	1.46 	1.13 	0.95 	0.92 	0.88 	1.58 	1 	0.63 	0.44 	: 
EE_SHA,TRT_NAT,KG_HAB,DK	: 	0.5 	0.51 	0.55 	0.54 	0.84 	0.47 	0.53 	0.49 	1.03 	0.72 	0.72 	0.25 	: 
EE_SHA,TRT_NAT,KG_HAB,EE	: 	0.37 	0.23 	0.27 	0.25 	0.16 	0.14 	0.28 	0.31 	0.2 	0.1 	0.04 	0.01 	: 
EE_SHA,TRT_NAT,KG_HAB,EL	: 	0.3 	0.36 d	0.34 	0.29 d	0.27 d	0.24 d	0.18 d	0.19 	0.12 	0.07 	0.02 	0.03 	0.01 
EE_SHA,TRT_NAT,KG_HAB,ES	: 	0.54 	0.56 	0.4 	0.28 	0.21 	0.15 	0.17 	0.1 	0.11 	0.08 	0.06 	: 	: 
EE_SHA,TRT_NAT,KG_HAB,EU27_2020	: 	0.82 s	0.75 s	0.65 	0.62 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EE_SHA,TRT_NAT,KG_HAB,EU28	: 	0.82 s	0.76 s	0.68 	0.61 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EE_SHA,TRT_NAT,KG_HAB,FI	: 	0.5 	0.41 	0.39 	0.46 	0.58 	0.31 	0.29 	0.24 	0.37 	0.33 	0.28 	0.26 	0.08 
EE_SHA,TRT_NAT,KG_HAB,FR	: 	0.63 	0.58 	0.55 	0.52 	0.45 	0.41 	0.4 	0.33 	0.28 	0.2 	0.08 	0 	: 
EE_SHA,TRT_NAT,KG_HAB,HR	: 	0.15 	0.18 	0.09 	0.08 	0.06 	0.09 	0.07 	: 	: 	: 	: 	: 	: 
EE_SHA,TRT_NAT,KG_HAB,HU	: 	0.33 	0.37 	0.4 	0.4 	0.2 	0.27 	0.18 	0.12 	0.19 	0.19 	0.15 	0.09 	0.04 
EE_SHA,TRT_NAT,KG_HAB,IE	: 	0.46 	0.43 	0.45 	0.3 	0.3 	0.25 	0.19 	0.28 	0.22 	0.23 	0.32 	: 	: 
EE_SHA,TRT_NAT,KG_HAB,IS	: 	0 	0 	0 	0.26 	0 	0 	0 	0 	0 	: 	: 	: 	: 
EE_SHA,TRT_NAT,KG_HAB,IT	: 	: 	: 	0.45 	0.31 	: 	: 	: 	: 	: 	0.22 	0.19 	: 	: 
EE_SHA,TRT_NAT,KG_HAB,LI	: 	0 d	0 d	0 d	0 d	0 d	0 d	0 d	0 d	0 d	0 d	0 d	: 	: 
EE_SHA,TRT_NAT,KG_HAB,LT	: 	0.27 	0.28 	0.41 	0.44 	0.34 	0.26 	0.21 	0.19 	0.17 	0.27 	0.23 	0.1 	0 
EE_SHA,TRT_NAT,KG_HAB,LU	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 
EE_SHA,TRT_NAT,KG_HAB,LV	: 	0.42 	0.18 	0.19 	0.2 	0.22 	0.16 	0.16 	0.11 	0.1 	0.14 	0.16 	: 	: 
EE_SHA,TRT_NAT,KG_HAB,MT	: 	0.25 	0.64 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
EE_SHA,TRT_NAT,KG_HAB,NL	: 	1.11 	0.68 	0.58 	0.45 	0.3 	0.31 	0.38 	0.42 	0.34 	0.57 	0.59 	0.55 	0.53 
EE_SHA,TRT_NAT,KG_HAB,NO	: 	0.22 	0.32 	0.21 	0.26 	0.38 	0.42 	0.62 	0.87 	1.84 	0.89 	0.88 	1 	: 
EE_SHA,TRT_NAT,KG_HAB,PL	: 	0.64 	0.54 	0.5 	0.49 	0.43 	0.42 	0.53 	0.23 	0.2 	0.07 	0.03 	0.01 	: 
EE_SHA,TRT_NAT,KG_HAB,PT	: 	0.86 	0.8 	0.69 	0.7 	0.53 	0.4 	0.55 	0.38 	0.38 	0.19 	0.04 	0.01 	: 
EE_SHA,TRT_NAT,KG_HAB,RO	: 	: 	0.06 	0.06 	0.05 	0.05 	0.04 	0.03 	0.04 	0.05 	0.01 	0 	0 	: 
EE_SHA,TRT_NAT,KG_HAB,SE	: 	0.93 	0.74 	0.55 	0.6 	0.57 	0.52 	0.8 	0.96 	0.81 	0.81 	1.03 	1.01 	0.38 
EE_SHA,TRT_NAT,KG_HAB,SI	: 	0.59 	0.56 	0.44 	0.44 	0.24 	0.42 	0.45 	0.24 	0.19 	0.15 	0.1 	: 	: 
EE_SHA,TRT_NAT,KG_HAB,SK	: 	0.32 	0.31 	0.34 	0.31 	0.34 	0.35 	0.34 	0.32 	0.27 	0.25 	0.17 	0.09 	0.03 
EE_SHA,TRT_NAT,KG_HAB,UK	: 	0.8 	0.85 	0.86 	0.54 d	0.52 	0.5 	0.48 	0.36 	0.34 	: 	: 	: 	: 
EE_SHA,TRT_NAT,T,AT	9412 	9337 	8639 	8531 	8330 	7603 	7431 	6666 	6163 	5820 	5873 	4548 	4178 	1046 
EE_SHA,TRT_NAT,T,BE	13198 	12264 	12572 	11945 	13028 	13467 	10456 	9484 	9620 	9943 	9149 	12261 	11700 	10143 
EE_SHA,TRT_NAT,T,BG	: 	4938 	4202 	5473 	3645 	1658 	2388 	3234 	3664 	3810 	3802 	1639 	: 	: 
EE_SHA,TRT_NAT,T,CY	: 	225 	169 	111 	124 	99 	119 	73 	154 	101 	: 	: 	0 	0 
EE_SHA,TRT_NAT,T,CZ	6451 	7932 	8592 	6380 	5536 	3501 	2147 	2220 	2428 	2770 	932 	388 	: 	: 
EE_SHA,TRT_NAT,T,DE	164847 	142422 	136263 	112521 	117887 	91067 	76443 	74115 	71974 	129516 	81739 	51579 	36038 	: 
EE_SHA,TRT_NAT,T,DK	2807 	2900 	2901 	3107 	3034 	4722 	2609 	2941 	2722 	5706 	3981 	3926 	1375 	: 
EE_SHA,TRT_NAT,T,EE	626 	488 	297 	357 	327 	217 	179 	366 	416 	261 	131 	58 	11 	: 
EE_SHA,TRT_NAT,T,EL	2560 	3175 	3839 d	3726 	3149 d	2972 d	2677 d	2011 d	2163 	1306 	790 	269 	278 	80 
EE_SHA,TRT_NAT,T,ES	23871 	25047 	26150 	18679 	12929 	9613 	7050 	7897 	4677 	5074 	3611 	2528 	: 	: 
EE_SHA,TRT_NAT,T,EU27_2020	: 	367334 s	331833 s	290219 	273888 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EE_SHA,TRT_NAT,T,EU28	: 	419971 s	387408 s	346371 	308618 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EE_SHA,TRT_NAT,T,FI	2855 	2746 	2254 	2137 	2491 	3158 	1694 	1568 	1288 	1976 	1745 	1489 	1393 	413 
EE_SHA,TRT_NAT,T,FR	49675 	41799 	38917 	36595 	34478 	29371 	26810 	25821 	21332 	18128 	12637 	5394 	2 	: 
EE_SHA,TRT_NAT,T,HR	468 	606 	761 	360 	326 	272 	396 	283 	: 	: 	: 	: 	: 	: 
EE_SHA,TRT_NAT,T,HU	: 	3218 	3675 	3944 	3960 	2013 	2710 	1784 	1246 	1926 	1871 	1536 	952 	358 
EE_SHA,TRT_NAT,T,IE	2061 	2218 	2046 	2128 	1395 	1377 	1170 	890 	1297 	1005 	1046 	1386 	: 	: 
EE_SHA,TRT_NAT,T,IS	: 	0 	0 	0 	84 	1 	0 	0 	0 	0 	: 	: 	: 	: 
EE_SHA,TRT_NAT,T,IT	: 	: 	: 	27379 	18861 	: 	: 	: 	: 	: 	13191 	11273 	: 	: 
EE_SHA,TRT_NAT,T,LI	0 d	0 d	0 d	0 d	0 d	0 d	0 d	0 d	0 d	0 d	0 d	0 d	: 	: 
EE_SHA,TRT_NAT,T,LT	: 	776 	792 	1189 	1300 	991 	778 	622 	588 	540 	879 	755 	327 	13 
EE_SHA,TRT_NAT,T,LU	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 
EE_SHA,TRT_NAT,T,LV	970 	821 	352 	385 	400 	448 	322 	329 	234 	215 	311 	352 	: 	: 
EE_SHA,TRT_NAT,T,MT	: 	116 	291 	0 	2 	0 	0 	0 	0 	0 	0 	0 	0 	0 
EE_SHA,TRT_NAT,T,NL	21307 	19100 	11533 	9895 	7506 	5049 	5114 	6292 	7048 	5634 	9340 	9584 	9027 	8654 
EE_SHA,TRT_NAT,T,NO	1747 	1150 	1685 	1097 	1342 	1940 	2117 	3087 	4243 	8864 	4231 	4123 	4644 	: 
EE_SHA,TRT_NAT,T,PL	: 	24185 	20576 	18833 	18541 	16531 	15939 	20006 	8866 	7647 	2856 	1017 	297 	: 
EE_SHA,TRT_NAT,T,PT	: 	8842 	8269 	7193 	7258 	5589 	4167 	5778 	4057 	4048 	1981 	387 	85 	: 
EE_SHA,TRT_NAT,T,RO	: 	: 	1161 	1170 	1021 	977 	864 	659 	759 	919 	261 	6 	1 	: 
EE_SHA,TRT_NAT,T,SE	7318 	9367 	7381 	5412 	5790 	5484 	4991 	7570 	8959 	7559 	7433 	9432 	9166 	3437 
EE_SHA,TRT_NAT,T,SI	: 	1210 	1160 	917 	909 	487 	871 	929 	491 	392 	301 	198 	: 	: 
EE_SHA,TRT_NAT,T,SK	: 	1744 	1660 	1852 	1663 	1865 	1891 	1848 	1723 	1468 	1323 	897 	477 	175 
EE_SHA,TRT_NAT,T,UK	38055 	52637 	55575 	56152 	34730 d	33069 	32102 	30210 	22653 	21134 	: 	: 	: 	: 
EE_SHA,TRT_NEU,KG_HAB,AT	: 	0 	0 	0 	0.01 	0 	0 	0 	0 	0 	0 	0 	0 	0 
EE_SHA,TRT_NEU,KG_HAB,BE	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
EE_SHA,TRT_NEU,KG_HAB,BG	: 	0 	0 	0 	0.01 	0 	0 	0 	0 	0 	: 	: 	: 	: 
EE_SHA,TRT_NEU,KG_HAB,CY	: 	0 	0 	0 	0 	0.11 	0.01 	0.1 	0 	0 	: 	: 	0 	0 
EE_SHA,TRT_NEU,KG_HAB,CZ	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 
EE_SHA,TRT_NEU,KG_HAB,DE	: 	0 	0 	0.02 	0.02 	0 	0 	0 	0 	0 	: 	: 	: 	: 
EE_SHA,TRT_NEU,KG_HAB,DK	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
EE_SHA,TRT_NEU,KG_HAB,EE	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0.02 	0 	0 	: 
EE_SHA,TRT_NEU,KG_HAB,EL	: 	0 	0 	0 	0 d	0 	0 	0 	0 	0 	0 	0 	0 	0 
EE_SHA,TRT_NEU,KG_HAB,ES	: 	0 	0.01 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 
EE_SHA,TRT_NEU,KG_HAB,EU27_2020	: 	: 	: 	0 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EE_SHA,TRT_NEU,KG_HAB,EU28	: 	: 	: 	0 	0.01 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EE_SHA,TRT_NEU,KG_HAB,FI	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
EE_SHA,TRT_NEU,KG_HAB,FR	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
EE_SHA,TRT_NEU,KG_HAB,HR	: 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 	: 
EE_SHA,TRT_NEU,KG_HAB,HU	: 	0 	0 	0.01 	0.01 	0 	0 	0.01 	0.02 	0.01 	0 	0 	0 	0 
EE_SHA,TRT_NEU,KG_HAB,IE	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 
EE_SHA,TRT_NEU,KG_HAB,IS	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 
EE_SHA,TRT_NEU,KG_HAB,IT	: 	: 	: 	0 	0 	: 	: 	: 	: 	: 	: 	: 	: 	: 
EE_SHA,TRT_NEU,KG_HAB,LI	: 	4.07 d	4.8 d	3.24 d	3.15 d	2.06 d	1.05 d	1.24 d	1 d	1.39 d	1.19 d	1.24 d	: 	: 
EE_SHA,TRT_NEU,KG_HAB,LT	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
EE_SHA,TRT_NEU,KG_HAB,LU	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
EE_SHA,TRT_NEU,KG_HAB,LV	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 
EE_SHA,TRT_NEU,KG_HAB,MT	: 	0 	0 	0 	0 	0 	0.03 	0 	0 	0 	0 	0 	0 	0 
EE_SHA,TRT_NEU,KG_HAB,NL	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 
EE_SHA,TRT_NEU,KG_HAB,NO	: 	0.08 	0.05 	0.02 	0.05 	0.11 	0.06 	0.09 	0.17 	0.06 	0.03 	0.28 	0.19 	: 
EE_SHA,TRT_NEU,KG_HAB,PL	: 	: 	: 	0 	0 	0 	: 	: 	0 	0 	0 	: 	0 	: 
EE_SHA,TRT_NEU,KG_HAB,PT	: 	0 	0.02 	0.02 	0.07 	0.03 	0 	0 	: 	: 	: 	: 	: 	: 
EE_SHA,TRT_NEU,KG_HAB,RO	: 	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 
EE_SHA,TRT_NEU,KG_HAB,SE	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
EE_SHA,TRT_NEU,KG_HAB,SI	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 
EE_SHA,TRT_NEU,KG_HAB,SK	: 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
EE_SHA,TRT_NEU,KG_HAB,UK	: 	0 	0 	0 	0 d	0 	: 	: 	: 	: 	: 	: 	: 	: 
EE_SHA,TRT_NEU,T,AT	50 	35 	32 	4 	62 	3 	0 	0 	0 	0 	0 	0 	0 	0 
EE_SHA,TRT_NEU,T,BE	0 	19 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
